Report ID,Report Channel,Customer Name,State Key,Ticket Open Time,Ticket Resp Time,Issue Res Time,Fault Type,Operator,Ticket Close Time,Ticket Status,Business Status,Response_time_diff,Resolution_time_diff,Hour_of_day,resolution_hour,Resolution_class,total_response_seconds,response_time_status,within_or_outside_6_9pm
AXA-20201203-6126-WiFi10,CH05,WetinLas,NGS006,2020-12-03 12:29:43.803,2020-12-03 12:29:43.803,2020-12-03 12:29:43.803,Line damage,Jennifer,2020-12-03 17:16:00.803000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201204-6127-CBS,CH05,Ultimate,NGS012,2020-12-04 11:42:27.388,2020-12-04 11:42:27.388,2020-12-04 11:42:27.388,hardware failure,Bukky, ,Active,Open,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201201-6128-WiFi11,CH03,Allied,NGS024,2020-12-01 09:08:12.602,2020-12-01 09:08:12.602,2020-12-01 09:08:12.602,Customers End,Jonathan,2020-12-01 13:54:02.602000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201223-6129-MCON,CH06,BetSan,NGS005,2020-12-23 13:00:06.726,2020-12-23 13:00:06.726,2020-12-23 13:00:06.726,Customers End,Kola,2020-12-23 17:31:23.726000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,13,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201206-6130-MAC,CH06,FoodCo,NGS002,2020-12-06 12:24:12.503,2020-12-06 12:24:12.503,2020-12-06 12:24:12.503,Customers End,Sheg,2020-12-06 18:00:05.503000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201202-6131-C95,CH04,Yem-Zem,NGS011,2020-12-02 13:39:17.879,2020-12-02 13:39:17.879,2020-12-02 13:39:17.879,Line damage,Jennifer,2020-12-02 19:31:48.879000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,13,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201228-6132-WLESS,CH02,Jara,NGS026,2020-12-28 10:29:17.371,2020-12-28 10:29:17.371,2020-12-28 10:29:17.371,,Vitus, ,Active,Open,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201223-6133-WiFi9,CH06,ShopLite,NGS033,2020-12-23 15:56:30.664,2020-12-23 15:56:30.664,2020-12-23 15:56:30.664,Customers End,Vitus,2020-12-23 20:40:21.664000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201220-6134-WLESS,CH04,Sahad,NGS029,2020-12-20 08:24:05.542,2020-12-20 08:24:05.542,2020-12-20 08:24:05.542,Customers End,Goodluck,2020-12-20 12:37:52.542000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201201-6135-WiFi10,CH01,Ultimate,NGS022,2020-12-01 10:51:12.482,2020-12-01 10:51:12.482,2020-12-01 10:51:12.482,Line damage,Sheg,2020-12-01 15:28:02.482000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201216-6136-WiFi4,CH03,Zeenab,NGS029,2020-12-16 08:34:26.410,2020-12-16 08:34:26.410,2020-12-16 08:34:26.410,Routine Service,Sekina,2020-12-16 13:51:09.410000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201225-6137-WiFi4,CH04,Allied,NGS018,2020-12-25 15:27:35.578,2020-12-25 15:27:35.578,2020-12-25 15:27:35.578,Customers End,Kingsley,2020-12-25 20:00:53.578000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201210-6138-MAC,CH01,Dan,NGS004,2020-12-10 14:28:20.875,2020-12-10 14:28:20.875,2020-12-10 14:28:20.875,Customers End,John,2020-12-10 20:11:13.875000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,14,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201218-6139-VOICE,CH05,Allied,NGS012,2020-12-18 08:46:43.029,2020-12-18 08:46:43.029,2020-12-18 08:46:43.029,,Habeeb,2020-12-18 12:22:13.029000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201210-6140-HSE,CH05,ShopLite,NGS004,2020-12-10 12:35:25.522,2020-12-10 12:35:25.522,2020-12-10 12:35:25.522,Support network failures,Brenda,2020-12-10 18:20:38.522000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201202-6141-WiFi8,CH06,ROCAD,NGS025,2020-12-02 10:59:42.652,2020-12-02 10:59:42.652,2020-12-02 10:59:42.652,Customers End,Habeeb, ,Terminated,Terminated,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201227-6142-VOICE,CH01,Sahad,NGS027,2020-12-27 13:28:09.442,2020-12-27 13:28:09.442,2020-12-27 13:28:09.442,Customers End,Habeeb,2020-12-27 17:10:31.442000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,13,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201212-6143-WiFi4,CH05,Tidel,NGS016,2020-12-12 08:33:05.216,2020-12-12 08:33:05.216,2020-12-12 08:33:05.216,Customers End,Brenda,2020-12-12 14:20:50.216000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201217-6144-WiFi9,CH03,Gmicord,NGS003,2020-12-17 08:45:31.112,2020-12-17 08:45:31.112,2020-12-17 08:45:31.112,Customers End,Jennifer,2020-12-17 13:01:19.112000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201213-6145-WiFi8,CH06,Lemway,NGS034,2020-12-13 08:29:58.650,2020-12-13 08:29:58.650,2020-12-13 08:29:58.650,Customers End,Jonathan,2020-12-13 12:22:26.650000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201208-6146-WiFi4,CH05,CCD,NGS024,2020-12-08 10:22:56.923,2020-12-08 10:22:56.923,2020-12-08 10:22:56.923,Customers End,Kachi,2020-12-08 13:57:08.923000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201204-6147-WiFi6,CH01,BetSan,NGS005,2020-12-04 14:10:16.338,2020-12-04 14:10:16.338,2020-12-04 14:10:16.338,Customers End,Vitus,2020-12-04 19:22:38.338000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,14,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201218-6148-WiFi9,CH01,Dang,NGS023,2020-12-18 13:31:55.728,2020-12-18 13:31:55.728,2020-12-18 13:31:55.728,hardware failure,Bola,2020-12-18 19:23:22.728000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,13,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201203-6149-ICS,CH05,CCD,NGS012,2020-12-03 11:17:45.347,2020-12-03 11:17:45.347,2020-12-03 11:17:45.347,Line damage,Sekina,2020-12-03 16:46:14.347000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201228-6150-HSE,CH02,Jiji,NGS029,2020-12-28 11:07:50.304,2020-12-28 11:07:50.304,2020-12-28 11:07:50.304,Line damage,Kola,2020-12-28 16:02:20.304000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201218-6151-WLESS,CH06,BetSan,NGS032,2020-12-18 09:25:50.000,2020-12-18 09:25:50.000,2020-12-18 09:25:50.000,Customers End,Segun,2020-12-18 14:50:13,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201212-6152-C95,CH02,Eversharpmaster,NGS032,2020-12-12 09:30:50.305,2020-12-12 09:30:50.305,2020-12-12 09:30:50.305,Customers End,Atiku,2020-12-12 14:55:35.305000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201211-6153-WiFi3,CH01,Allied,NGS032,2020-12-11 12:44:33.759,2020-12-11 12:44:33.759,2020-12-11 12:44:33.759,Customers End,Atiku,2020-12-11 18:09:24.759000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201205-6154-ICS,CH06,SupaTram,NGS020,2020-12-05 09:52:37.606,2020-12-05 09:52:37.606,2020-12-05 09:52:37.606,Routine Service,Paul,2020-12-05 15:44:14.606000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201203-6155-WiFi10,CH06,BetSan,NGS015,2020-12-03 08:24:12.809,2020-12-03 08:24:12.809,2020-12-03 08:24:12.809,Customers End,Bola,2020-12-03 11:51:32.809000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201207-6156-ICS,CH01,TwinsDeck,NGS029,2020-12-07 09:47:50.036,2020-12-07 09:47:50.036,2020-12-07 09:47:50.036,Customers End,John,2020-12-07 13:09:06.036000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201225-6157-HSE,CH06,NTAS,NGS004,2020-12-25 15:42:56.831,2020-12-25 15:42:56.831,2020-12-25 15:42:56.831,Routine Service,Sherifat,2020-12-25 19:56:09.831000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201205-6158-WiFi4,CH03,ShopLite,NGS005,2020-12-05 15:00:00.693,2020-12-05 15:00:00.693,2020-12-05 15:00:00.693,,Habeeb,2020-12-05 18:40:12.693000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201204-6159-HSE,CH03,ShopLite,NGS011,2020-12-04 15:49:15.257,2020-12-04 15:49:15.257,2020-12-04 15:49:15.257,Traffic Spikes,Atiku,2020-12-04 19:18:41.257000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201206-6160-MAC,CH04,Access,NGS001,2020-12-06 09:24:28.262,2020-12-06 09:24:28.262,2020-12-06 09:24:28.262,Customers End,Jonathan,2020-12-06 13:13:17.262000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201209-6161-WiFi7,CH06,Xpertech,NGS026,2020-12-09 15:26:29.996,2020-12-09 15:26:29.996,2020-12-09 15:26:29.996,Line damage,Amelia,2020-12-09 19:14:17.996000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201214-6162-CBS,CH01,International,NGS024,2020-12-14 12:15:09.500,2020-12-14 12:15:09.500,2020-12-14 12:15:09.500,Customers End,Brenda,2020-12-14 15:56:43.500000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201215-6163-WiFi10,CH03,Transnational,NGS020,2020-12-15 08:39:03.492,2020-12-15 08:39:03.492,2020-12-15 08:39:03.492,Customers End,Bukky,2020-12-15 13:02:54.492000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201219-6164-WLESS,CH03,International,NGS004,2020-12-19 08:50:24.090,2020-12-19 08:50:24.090,2020-12-19 08:50:24.090,Customers End,Ore,2020-12-19 13:08:55.090000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201204-6165-C100,CH04,Transnational,NGS030,2020-12-04 12:22:22.557,2020-12-04 12:22:22.557,2020-12-04 12:22:22.557,Customers End,Atiku,2020-12-04 16:04:45.557000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201212-6166-EVOICE,CH01,Sahad,NGS007,2020-12-12 11:55:40.006,2020-12-12 11:55:40.006,2020-12-12 11:55:40.006,Customers End,Popoola, ,Active,Open,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201202-6167-WiFi7,CH06,International,NGS008,2020-12-02 12:37:48.146,2020-12-02 12:37:48.146,2020-12-02 12:37:48.146,hardware failure,Jonathan, ,Active,Open,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201226-6168-MCON,CH04,Shell,NGS018,2020-12-26 15:09:20.518,2020-12-26 15:09:20.518,2020-12-26 15:09:20.518,Customers End,Atiku,2020-12-26 18:32:57.518000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201211-6169-WiFi5,CH01,Lemway,NGS004,2020-12-11 09:30:30.759,2020-12-11 09:30:30.759,2020-12-11 09:30:30.759,Customers End,Sekina,2020-12-11 12:54:10.759000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201215-6170-C95,CH05,TwinsDeck,NGS004,2020-12-15 09:46:38.865,2020-12-15 09:46:38.865,2020-12-15 09:46:38.865,Customers End,Myers,2020-12-15 13:18:26.865000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201219-6171-EVOICE,CH06,TwinsDeck,NGS006,2020-12-19 14:35:29.649,2020-12-19 14:35:29.649,2020-12-19 14:35:29.649,Customers End,Amelia,2020-12-19 19:16:45.649000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,14,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201208-6172-EVOICE,CH06,Pisprosoft,NGS004,2020-12-08 08:35:19.447,2020-12-08 08:35:19.447,2020-12-08 08:35:19.447,,Brenda,2020-12-08 12:17:58.447000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201201-6173-HSE,CH03,BetSan,NGS020,2020-12-01 09:11:57.896,2020-12-01 09:11:57.896,2020-12-01 09:11:57.896,Line damage,Tunde,2020-12-01 13:00:40.896000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201214-6174-WLESS,CH02,BetSan,NGS011,2020-12-14 08:08:28.650,2020-12-14 08:08:28.650,2020-12-14 08:08:28.650,Routine Service,Habeeb,2020-12-14 13:02:00.650000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201218-6175-CBS,CH03,BAGCO,NGS012,2020-12-18 09:08:05.872,2020-12-18 09:08:05.872,2020-12-18 09:08:05.872,Routine Service,Jennifer,2020-12-18 14:30:17.872000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201217-6176-EVOICE,CH01,International,NGS004,2020-12-17 08:11:11.098,2020-12-17 08:11:11.098,2020-12-17 08:11:11.098,Routine Service,Ore,2020-12-17 12:26:06.098000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201204-6177-VOICE,CH01,CCD,NGS007,2020-12-04 12:32:32.062,2020-12-04 12:32:32.062,2020-12-04 12:32:32.062,Customers End,Jennifer,2020-12-04 17:58:50.062000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201208-6178-WLESS,CH06,Allied,NGS015,2020-12-08 10:29:37.480,2020-12-08 10:29:37.480,2020-12-08 10:29:37.480,Support network failures,Sola,2020-12-08 15:44:26.480000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201203-6179-WiFi6,CH04,CCD,NGS015,2020-12-03 13:51:30.802,2020-12-03 13:51:30.802,2020-12-03 13:51:30.802,Customers End,Ore,2020-12-03 17:27:09.802000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,13,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201208-6180-WiFi5,CH03,CCD,NGS024,2020-12-08 13:21:23.505,2020-12-08 13:21:23.505,2020-12-08 13:21:23.505,,Sherifat,2020-12-08 16:44:54.505000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,13,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201221-6181-WiFi9,CH06,Jiji,NGS009,2020-12-21 13:44:31.317,2020-12-21 13:44:31.317,2020-12-21 13:44:31.317,Customers End,Jennifer,2020-12-21 17:09:22.317000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,13,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201210-6182-WiFi6,CH01,SupaTram,NGS021,2020-12-10 09:28:16.239,2020-12-10 09:28:16.239,2020-12-10 09:28:16.239,Line damage,Jennifer, ,Active,Open,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201210-6183-WiFi11,CH03,Sahad,NGS012,2020-12-10 08:15:31.870,2020-12-10 08:15:31.870,2020-12-10 08:15:31.870,Customers End,Atiku,2020-12-10 11:36:44.870000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201217-6184-C95,CH01,Dan,NGS022,2020-12-17 11:32:00.131,2020-12-17 11:32:00.131,2020-12-17 11:32:00.131,Customers End,John,2020-12-17 17:08:16.131000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201221-6185-CBS,CH04,International,NGS004,2020-12-21 15:51:09.515,2020-12-21 15:51:09.515,2020-12-21 15:51:09.515,Customers End,Habeeb,2020-12-21 19:33:53.515000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201219-6186-C100,CH02,Nabett,NGS010,2020-12-19 08:24:51.447,2020-12-19 08:24:51.447,2020-12-19 08:24:51.447,Customers End,Myers,2020-12-19 13:44:26.447000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201219-6187-WiFi7,CH03,ROCAD,NGS032,2020-12-19 10:14:07.461,2020-12-19 10:14:07.461,2020-12-19 10:14:07.461,Customers End,Jonathan,2020-12-19 15:59:35.461000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201204-6188-WLESS,CH01,Jiji,NGS003,2020-12-04 09:30:37.871,2020-12-04 09:30:37.871,2020-12-04 09:30:37.871,Line damage,Goodluck, ,Active,Open,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201219-6189-WiFi8,CH02,DailyCook,NGS032,2020-12-19 15:44:35.165,2020-12-19 15:44:35.165,2020-12-19 15:44:35.165,hardware failure,Popoola,2020-12-19 20:11:57.165000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201221-6190-HSE,CH05,ShopLite,NGS026,2020-12-21 09:50:11.094,2020-12-21 09:50:11.094,2020-12-21 09:50:11.094,Customers End,Habeeb,2020-12-21 13:12:47.094000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201224-6191-WiFi11,CH04,Nabett,NGS020,2020-12-24 15:41:58.952,2020-12-24 15:41:58.952,2020-12-24 15:41:58.952,Support network failures,Jennifer,2020-12-24 20:20:50.952000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201219-6192-WiFi5,CH03,ValueNaija,NGS009,2020-12-19 11:46:01.018,2020-12-19 11:46:01.018,2020-12-19 11:46:01.018,Line damage,Habeeb,2020-12-19 16:20:53.018000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201204-6193-VOICE,CH03,WetinLas,NGS024,2020-12-04 14:27:51.690,2020-12-04 14:27:51.690,2020-12-04 14:27:51.690,Customers End,Sherifat,2020-12-04 18:13:23.690000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,14,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201218-6194-C95,CH04,Arik,NGS012,2020-12-18 12:44:50.103,2020-12-18 12:44:50.103,2020-12-18 12:44:50.103,Line damage,Sola,2020-12-18 16:16:30.103000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201208-6195-C100,CH06,Homebiz,NGS004,2020-12-08 12:12:23.433,2020-12-08 12:12:23.433,2020-12-08 12:12:23.433,hardware failure,Amelia,2020-12-08 16:39:52.433000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201225-6196-WiFi11,CH02,Dan,NGS033,2020-12-25 08:44:31.255,2020-12-25 08:44:31.255,2020-12-25 08:44:31.255,Customers End,Kola,2020-12-25 14:17:03.255000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201216-6197-WiFi3,CH05,PWAN,NGS018,2020-12-16 08:58:48.463,2020-12-16 08:58:48.463,2020-12-16 08:58:48.463,Routine Service,Habeeb,2020-12-16 12:39:23.463000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201216-6198-EVOICE,CH01,BetSan,NGS003,2020-12-16 10:58:44.685,2020-12-16 10:58:44.685,2020-12-16 10:58:44.685,Routine Service,Sherifat,2020-12-16 16:23:34.685000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201216-6199-WiFi6,CH05,BetSan,NGS009,2020-12-16 15:19:05.180,2020-12-16 15:19:05.180,2020-12-16 15:19:05.180,Customers End,Sheg, ,Active,Open,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201224-6200-WiFi6,CH05,Lemway,NGS026,2020-12-24 10:40:21.010,2020-12-24 10:40:21.010,2020-12-24 10:40:21.010,Customers End,Amelia,2020-12-24 15:13:07.010000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201212-6201-WiFi3,CH01,Eversharpmaster,NGS019,2020-12-12 11:36:43.532,2020-12-12 11:36:43.532,2020-12-12 11:36:43.532,Customers End,Segun,2020-12-12 16:58:34.532000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201213-6202-WiFi8,CH03,Jacobs,NGS002,2020-12-13 14:23:07.615,2020-12-13 14:23:07.615,2020-12-13 14:23:07.615,Customers End,Fola,2020-12-13 20:08:39.615000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,14,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201207-6203-WLESS,CH01,Arik,NGS007,2020-12-07 09:09:00.562,2020-12-07 09:09:00.562,2020-12-07 09:09:00.562,,Kingsley,2020-12-07 12:29:17.562000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201220-6204-HSE,CH06,PrinceLine,NGS018,2020-12-20 12:24:25.321,2020-12-20 12:24:25.321,2020-12-20 12:24:25.321,Customers End,Mary,2020-12-20 17:07:15.321000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201218-6205-VOICE,CH02,Gmicord,NGS026,2020-12-18 15:37:25.611,2020-12-18 15:37:25.611,2020-12-18 15:37:25.611,Customers End,Kola,2020-12-18 19:50:46.611000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201208-6206-WiFi7,CH03,FoodCo,NGS011,2020-12-08 11:25:21.279,2020-12-08 11:25:21.279,2020-12-08 11:25:21.279,Customers End,Paul,2020-12-08 15:05:48.279000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,11,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201225-6207-HSE,CH04,CCD,NGS004,2020-12-25 15:24:46.902,2020-12-25 15:24:46.902,2020-12-25 15:24:46.902,Customers End,Goodluck, ,Active,Open,0 days 00:00:00,0 days 00:00:00,15,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201203-6208-C95,CH06,Annuri,NGS034,2020-12-03 12:54:47.648,2020-12-03 12:54:47.648,2020-12-03 12:54:47.648,Customers End,Popoola, ,Terminated,Terminated,0 days 00:00:00,0 days 00:00:00,12,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201211-6209-WiFi8,CH01,Marketsquare,NGS002,2020-12-11 09:59:52.641,2020-12-11 09:59:52.641,2020-12-11 09:59:52.641,Customers End,Bola,2020-12-11 13:14:35.641000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201208-6210-WiFi9,CH05,CCD,NGS007,2020-12-08 14:53:05.381,2020-12-08 14:53:05.381,2020-12-08 14:53:05.381,Customers End,Jonathan,2020-12-08 20:06:59.381000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,14,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201209-6211-WLESS,CH05,SupaTram,NGS014,2020-12-09 08:14:01.580,2020-12-09 08:14:01.580,2020-12-09 08:14:01.580,Customers End,Jonathan,2020-12-09 13:05:43.580000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,8,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201217-6212-C95,CH05,Yem-Zem,NGS002,2020-12-17 14:18:05.528,2020-12-17 14:18:05.528,2020-12-17 14:18:05.528,Customers End,John, ,Active,Open,0 days 00:00:00,0 days 00:00:00,14,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201206-6213-WiFi6,CH02,Dan,NGS002,2020-12-06 10:40:37.174,2020-12-06 10:40:37.174,2020-12-06 10:40:37.174,Customers End,Sherifat, ,Active,Open,0 days 00:00:00,0 days 00:00:00,10,0.0,Excellent,0.0,Good,outside 6-9pm
AXA-20201201-6214-WiFi3,CH01,Transnational,NGS010,2020-12-01 09:12:52.312,2020-12-01 09:12:52.312,2020-12-01 09:12:52.312,Customers End,Kingsley,2020-12-01 12:39:23.312000,Completed,Closed,0 days 00:00:00,0 days 00:00:00,9,0.0,Excellent,0.0,Good,outside 6-9pm
